title,content,media,keyword,date
「ウィーワーク」創業者がソフトバンクＧ提訴、金融支援の一部撤回巡り,"
　【ニューヨーク＝小林泰明】ソフトバンクグループ（ＳＢＧ）が米シェアオフィス大手「ウィーワーク」を運営するウィーカンパニーに対する金融支援の一部を撤回したことを巡り、共同創業者で元最高経営責任者（ＣＥＯ）のアダム・ニューマン氏がＳＢＧを提訴したと４日、米ブルームバーグ通信などが報じた。ＳＢＧが中止した既存の株主に対する株式公開買い付け（ＴＯＢ）の実施などを求めているという。

　ＳＢＧ側は、合意した条件下では、ＴＯＢを完了する義務はないなどと反論しているとしている。金融支援の一部撤回を巡っては、ウィー社の「特別委員会」も４月、計画の実施などを求めてＳＢＧを提訴している。ニューマン氏は昨年９月、会社との不適切な取引などの疑惑が浮上し、ＣＥＯを辞任した。",読売新聞オンライン,ソフトバンク,2020年 5月 5日
5Gスタート、楽天が参入　どうなる携帯電話料金,"
新型コロナウイルスの話題に隠れていますが、3月に高速通信規格「5G」の運用が始まりました。モバイル通信ネットワークは約10年ごとに大きく進化しています。超高速で大容量の5Gはコミュニケーションのあり方を変化させ、新たなビジネスの進展に貢献すると期待されています。同じ時期に第4のキャリアとして楽天が携帯電話事業に新規参入しました。携帯電話の環境が大きく変化するなか、料金にはどんな影響があるのか探ってみました。
まずは5G。NTTドコモが3月25日にサービスを開始したのに続き、KDDI（au）が26日、ソフトバンクが27日に開始しました。
各社の5G料金をみると4Gに比べ月額で500～1000円の上乗せになっています。高速で大容量であれば、この程度の値上げはリーズナブルでしょう。
でも、新しいもの好きな人はともかく、一般の利用者がすぐに5Gに飛びついてもメリットは少ないかもしれません。",NIKKEI STYLE,ソフトバンク,2020年 5月 5日
ウィー創業者もソフトバンク提訴　株式買い取り計画の撤回不服,"
　【ニューヨーク共同】ロイター通信は4日、ソフトバンクグループ（SBG）が、共有オフィス「ウィーワーク」の運営会社、米ウィーカンパニーの株式買い取り計画を撤回したことを不服として、ウィー創業者のニューマン氏がSBGと傘下のファンドを米裁判所に提訴したと報じた。SBG側は争う構えを示している。

　ウィー取締役会の特別委員会も4月、SBGを提訴している。

　SBGは昨年10月、出資先であるウィーへの再建支援策の一環として、ニューマン氏ら既存株主から最大約3200億円で株式を買い取ると発表したが、今年4月、事前に決めた条件を満たさなかったとして計画を撤回した。",共同通信,ソフトバンク,2020年 5月 5日
ウィーワークのニューマン氏、ソフトバンク提訴　株式買取撤回巡り,"
［４日　ロイター］ - 米シェアオフィス大手ウィーワークの共同創業者、アダム・ニューマン氏は４日、ソフトバンクグループ＜9984.T＞が３０億ドル相当の株式買い取り計画を撤回したことを巡り、同社と傘下の巨大投資ファンド「ビジョン・ファンド」を相手取り、訴訟を起こした。

ソフトバンクは昨年１０月に合意したウィーワーク支援策の一環で、株式買い取りを行う計画だった。しかしその後、新型コロナウイルス感染拡大を受けて自宅で働く人が増える中、ウィーワークのオフィス利用率は大幅に低下。ソフトバンクは先月、複数の条件が満たされていないことを理由に、株式買い取り計画を撤回した。

米デラウェア州の裁判所に提出された文書は、計画撤回を非難し、ウィーワーク取締役会の特別委員会に法的措置を促したと指摘。「ＳＢＣ（ソフトバンク）とＳＢＶＦ（ソフトバンクのビジョン・ファンド）は、特別委員会が提起した称賛に値する訴訟の審理を妨げるため、ウィーワークの経営権を乱用している」と主張した。

ウィーワーク取締役会の特別委は４月上旬、ソフトバンクの株式買い取り計画撤回は不当として、同社を相手に訴えを起こした。[nL4N2BV4HB][nL4N2C84TC]

ソフトバンクの最高法務責任者、ロブ・タウンゼンド氏はニューマン氏の主張について、「根拠がない」と一蹴。合意の条件に基づけば、ソフトバンクに株式買い取り計画を完了する「義務はない」との認識を示した。

 (※原文記事など関連情報は画面右側にある「関連コンテンツ」メニューからご覧ください)",ロイター,ソフトバンク,2020年 5月 5日
焦点：「在宅」遅れるコールセンター　感染不安でも企業が動けぬ事情,"
新田裕貴　山崎牧子

［東京　５日　ロイター］ - 新型コロナウイルス封じ込めへ企業にテレワークの推進が求められる中、なお残る感染源として懸念されているのが「３密」業務になりがちなコールセンターの実態だ。京都や札幌のコールセンターで相次いで集団感染が見つかるなど、現場のリスクは依然として高い。しかし、顧客との契約や個人情報の管理などが壁となって全面的なテレワーク化に踏み切れない企業も少なくない。

＜感染爆発、常に起きる不安＞

顧客からの問い合わせに電話対応するコールセンターでは、多くの人員が密閉された空間で近接した席に座って作業する。電話で話し続ける応対は飛沫を増やす心配もあり、厚生労働省が感染リスクとして挙げる密集、密室、密接の「３密」状態を招きやすい。４月下旬から５月にかけ、日本郵政＜6178.T＞の連結子会社であるＪＰツーウェイコンタクトが札幌に持つコールセンターと京都にある情報通信会社ハッピー・ライフのコールセンターで、それぞれ１７人と１１人の集団感染が確認されている。

「感染爆発がいつ起こってもおかしくない」――通信会社ＫＤＤＩ＜9433.T＞傘下のＫＤＤＩエボルバ（東京・新宿区）でコールセンター業務にあたる社員の１人は、緊急事態宣言の中でも出勤を指示されているといい、不安な気持ちを打ち明けた。

この社員の部署ではリスク低減のため、オフィス勤務のオペレーター数を減らす一方、自宅待機（給与は全額保障）の出番を組み込んだ制度を取り入れた。しかし、自宅待機の人数は１割程度に限られ、オペレーターの過半数以上はなお出勤しているという。「テレワーク設備の導入はやろうと思えばできるはずだ」と、同社員は会社側の対応の遅れに不満を募らせる。

ＫＤＤＩエボルバの広報は、ロイターの取材に対し、職場での感染予防対策は実施しており、一部の業務についてはオペレーターへのテレワーク導入に向けた準備も進めていると回答した。

エボルバなどのコールセンターが完全なテレワーク体制に踏み切れない大きな理由は、サービスの発注元である顧客企業との契約で業務内容に縛りがあるためだ。運営方法などの変更については顧客の同意が必要となる。

個人向けから法人用まで様々なサービスを提供し、ユーザー数の多い通信業界は、コールセンターも大規模になりやすい。同業界ではＮＴＴドコモ＜9437.T＞とソフトバンク＜9434.T＞も、オフィスでのコールセンター業務を継続している。

大手３社とも、オペレーター同士の接触を抑えて感染を防ぐため、出勤する人数を絞って運営しているものの、テレワークへの移行については、「顧客の個人情報を扱うためセキュリティ面で難しい」（ソフトバンク広報）とするなど、慎重な姿勢を崩していない。

＜行政側は「整備」求める要請＞

コールセンター業務については、行政側の方針が明確でない、という問題もある。４月１７日、総務省は電気通信事業者協会に対し、新型コロナ対策の強化を促す要請文書を出し、その中で販売店への来店数を抑制するため、対面接触を伴わない「ウエブページやコールセンターの体制整備に努めること」を求めた。

コールセンター業務の拡充を促したとも受け取られる要請の表現について、同省の担当者は「対面での接客を伴わない形に誘導するため、代替策の一例として挙げた」とし、「顧客の苦情や相談への対応の形まで指定しているわけではない」と説明する。

しかし、対面での営業活動を自粛するとなれば、企業にとってコールセンター業務の大幅な変更は難しい。すでに社会のライフラインとなっている携帯電話サービスの規模や質を維持するためにも、一気にテレワークに全面移行して混乱を招く事態は避けたい、というのが企業側の本音だ。

「実店舗で（来店客と従業員の接触を防ぐため）時短営業にしていることもあり、コールセンターを開けておかないと公共性の高いサービスが途絶えてしまう」とエボルバの親会社であるＫＤＤＩの広報担当者は話す。現時点ではオペレーターの陣容縮小をしながら、業務を回している状態という。

携帯各社だけでなく、製造業でもコールセンター業務はテレワーク推進のネックになっている。富士ゼロックスのコールセンターに勤務してる派遣社員の一人は、原則としてオフィスでの通常勤務を指示された。同派遣社員は「感染してからでは手遅れだ」と憤る。

富士ゼロックス側は、業務における感染リスクを減らすため、派遣、正社員にかかわらず「可能な限りテレワークは導入している」（同社広報）と説明。しかし、同社のコールセンターでは、顧客が持つ複写機などと同じ製品をオペレーターがオフィスで確認しながら問い合わせに応対する必要がある。テレワークへの全面的な移行は難しく、「出社してもらう人もいる」と話す。

企業の労働組合に属さない派遣業者などの労務問題を扱う総合サポートユニオンの青木耕太郎氏によると、コールセンターに勤務するオペレーターから、この１か月間で約１００件を超す相談が寄せられているという。

政府が出勤者数を「最低７割、極力８割」減らすよう要請する中、コールセンターをはじめ、テレワークが可能な職種でも、いまだにオフィスでの作業を原則とする日本企業は後を絶たない。

米グーグルが４月２６日に発表したＧＰＳ情報などに基づいて分析したデータでは、新型コロナの感染拡大前と比べ、７都府県の出勤者は３０％程の減少にとどまった。

テレワークについてみると、パーソル研究所が４月１０─１２日に実施した調査で、企業のテレワーク実施率は全国平均が２７．９％で、７都府県では３８．８％にとどまっているとの結果が出た。３月時点と比べて増加はしたが、テレワーク導入に成功した企業は未だ少数派だ。

＜企業の割り切りが決め手＞

日本企業による対応の遅れとは対照的に、通信会社のドイツテレコムは、サービスセンターに勤務する７０００人全員をわずか４日間でテレワークに切り替えた。プラス（東京・港区）の社内カンパニーであるジョインテックスカンパニーは、クラウド上で電話を受け付けるサービスを採用。固定費のかかる装置の導入と比べ、コストは抑えられていると、デジタルイノベーション推進部副部長の山口善生氏は言う。

チューリッヒ保険会社の日本でのコールセンターのテレワーク化でシステムが採用された米アバイア日本法人の加瀬健・マーケティング部部長は、コールセンターのテレワーク化を短期間で進めるには、一部のオペレーションが制限され得ると指摘。企業として「どこまで割り切るか」が成否を決めると話す。チューリッヒでは現在、オペレーターの９５％がテレワークに移行している。

テレワークの推進はいま企業に求められる最優先の安全対策のひとつだ。解雇や労災などの労務問題を手掛ける東京法律事務所の江夏大樹弁護士は、すべての企業には、労働者が安全に働けるよう配慮しなければならない義務（安全配慮義務）がある、と強調する。

同弁護士は、「十分な感染予防対策を取らなければ、（従業員を）感染の危険性に晒すということで、安全配慮義務の違反になり得る」と指摘。「労働者の生命・身体・健康の権利を優先して保護すべき」だとし、政府が会社の営業活動を制限する法律の必要性を訴えている。

 (編集：北松克朗、平田紀之)",ロイター,ソフトバンク,2020年 5月 5日
キャリアショップの「時短営業」「受け付け業務縮小」が5月31日まで延長,"
　新型コロナウイルスの感染拡大を防ぐ目的で、大手キャリア各社は代理店に委託して運営、または直営しているキャリアショップの営業時間を短縮したり受け付け業務を制限したりする措置を実施している。auの案内ポータルサイト　5月4日、新型インフルエンザ等対策特別措置法に基づく「緊急事態宣言」の有効期間が5月31日まで延長された。それに伴い、大手キャリア各社はキャリアショップの時短営業措置や受け付け業務を縮小する措置を5月31日まで延長することを決定した。ただし、緊急事態宣言が撤回された場合は、これらの措置が見直される可能性もある。",ITmedia Mobile,ソフトバンク,2020年 5月 5日
実際のところ日本にどれぐらい感染者がいるの？　続々と出てくる抗体検査の結果の意味,"
新型コロナウイルスの感染は拡大しているが、実際のところ、日本の中でどれぐらい感染者がいるのだろう。

そんな疑問に応えるべく今、取り組み始められているのが、感染者の体内にできてウイルスと戦う「抗体」を調べる抗体検査だ。

大阪市立大学の調査では大阪市内で約1%、神戸大学などの調査では神戸市内で約3.3%（性別、年齢を調整すると2.7%）という結果が出た。

いずれの場合も、現在、症状がある人や感染者の濃厚接触者について医師が必要と判断した場合に受けるPCR検査で把握している感染者数よりも、数十倍から1000倍とはるかに多くなる計算だ。

さらに、ナビタスクリニックでは個人の希望者に自己負担してもらって抗体検査をした結果をまとめて「研究」として公表した。ソフトバンクグループの孫正義会長は、全社員とその家族に抗体検査を受けさせ、医療関係者と介護従事者の希望者にも提供すると発表している。

精度の低さなど検査自体の信頼性の問題も含めて、抗体検査のデータをどう捉えるべきか。BuzzFeed Japan Medicalは複数の医療者・研究者に取材した。

評価は分かれるようだが、今後も検証を進めつつ、検査の限界を踏まえながら参考データとして活用することが必要なようだ。
【BuzzFeed Japan Medical / 岩永直子】",BuzzFeed Japan,ソフトバンク,2020年 5月 5日
「ソフトバンク光」などで通信障害が発生--現在は復旧,"
　ソフトバンクは5月4日、全国の一部の顧客において、光回線サービス「SoftBank 光」やWi-Fiサービス「SoftBank Air」などが利用しづらくなる通信障害が発生したことを発表した。現在は復旧している。

　通信障害の発生日時は、5月4日の22時ごろから23時26分まで。対象となるサービスは、「SoftBank 光」「Yahoo! BB 光 with フレッツ」「SoftBank Air」「ADSLサービス」。

　同社では原因を調査中としている。なお、同日の22時7分ごろに千葉県と茨城県で震度4の地震が発生しているが、関連性などについては特に触れられていない。",CNET Japan,ソフトバンク,2020年 5月 5日
アリババ、アマゾン、テスラ、トヨタ──GWに読みたい金融・経済界の自伝・伝記6選,"
2020年のゴールデンウィーク、 #STAYHOME の掛け声の下、家で過ごしている人は多いはず。既に映像作品を紹介したので、今回は読書派に向けて、投資や金融界の著名人の自伝や伝記を集めた。長期休暇で家にいる人は、読んでみてはどうだろうか（画像からはAmazonのKindle版ページに飛べます）。",CoinDesk Japan,ソフトバンク,2020年 5月 5日
ウィーワークのニューマン氏がソフトバンクＧ提訴－ＴＯＢ中止で,"
（ブルームバーグ）： ソフトバンクグループがシェアオフィス事業を展開する米ウィーワークの株式最大30億ドル（約3200億円）の公開買い付け（ＴＯＢ）計画を撤回したことを巡り、ウィーワークの共同創業者アダム・ニューマン前最高経営責任者（ＣＥＯ）はソフトバンクＧを提訴した。",Bloomberg,ソフトバンク,2020年 5月 5日
