title,content,media,keyword,date
5Gは春ごろに開始予定　スマホはどうなる？自動運転への応用は？【2020年こう変わる上半期編】,"
　2020年春ごろに携帯各社で、次世代の新しい通信規格「5G」のサービスが始まる予定になっています。「5G」は私たちの生活を劇的に変えるものになるかもしれません。",メ〜テレ（名古屋テレビ）,ソフトバンク,2020年 1月 6日
復活誓う東浜巨投手　今年にかける思いは「人一倍」,"
地元うるま市で始動したのは、福岡ソフトバンクホークスの東浜巨投手。沖縄ではすでに先月中旬から自主トレーニングをスタート。東京オリンピックとの兼ね合いで、プロ野球開幕が1週間ほど早まる今年。体の仕上がげも早めを意識しています。

東浜投手「例年以上に沖縄は暖かく暑いくらいだったので、すごい良い環境で練習できたと思う。」

2017年に16勝してパリーグ最多勝投手。しかしおととし7勝。去年6月にはケガのあった右ひじの手術に踏み切り、昨シーズンの登板は5月の沖縄での西武戦を最後に、7試合2勝にとどまりました。

東浜投手「正直怖かったかと言えば怖かったが、踏み切ったほうが僕の今後にもつながってくると判断して手術した。僕自身にとっても2020年は節目の年で、今度30歳になるし、ここ2年ケガでずっと結果を出せていないので、今年にかける思いというのは人一倍あると思う。」

10月には教育リーグで実戦登板に復帰し、秋の宮崎キャンプ、そして先月からの沖縄での自主トレと、プロ8年目となる今シーズンに向け、着々と準備を進めています。

東浜投手「僕のスタイルとしては真っすぐが一番大事になってくる。その真っ直ぐの質をどれだけ上げていけるかどうかが他にもつながってくると思うので、まずはそこをテーマに取り組んでいきたいと思う。」

東浜投手「去年は沖縄でいいところを見せられなかったので、今年はまた7月に（那覇で公式戦が）あるし、そういった意味では直接見て頂ける機会もあると思う。まずは僕がローテーションに入って、しっかりチームの柱にならないといけないところが大前提。」

東浜投手「リーグ優勝して日本シリーズ4連覇を一番の目標にして、頑張って行きたいと思うし（自分自身）もっともっと注目してもらえるように頑張っていきたい。」

選手層の厚いソフトバンクですが、強いチームでプレーできることは幸せと語った東浜投手。思いも新たに2020年の活躍を誓っています。",沖縄ニュースQAB,ソフトバンク,2020年 1月 6日
育成1位でソフトバンク入団　石塚綜一郎選手を激励／岩手・北上市,"
　プロ野球福岡ソフトバンクホークスに育成枠1位で入団した岩手県立黒沢尻工業高校・石塚綜一郎選手の激励会が5日、岩手県北上市で行われました。

　5日は黒沢尻工業硬式野球部父母会や学校関係者など70人以上が参加して激励会が行われました。石塚選手は身長181センチの恵まれた体格。遠投100メートル以上、高校通算39ホームラン、強肩強打のキャッチャーですが、去年夏の岩手大会ではマウンドにも上がり、最速142キロの速球を武器にチームベスト4入りの立役者となりました。

（石塚綜一郎選手）
「たくさん応援していただき、ここまでくることができました。本当にありがとうございます。これからはその応援を忘れずに、プロ野球選手としてがんばっていく。これからも応援よろしくお願いします」

　石塚選手は7日、福岡に向かい入寮。本格的にプロ生活をスタートさせます。",IBC岩手放送,ソフトバンク,2020年 1月 6日
正月三が日のCM出演本数1位はももクロ、2位にはムロツヨシが大躍進,"
　ビデオリサーチは6日、1月1日から3日の間に関東地区で放送されたテレビCMのタレント別の合計出演本数ランキングを発表、306本に出演したももいろクローバーZが1位に輝いた。2位は304本のムロツヨシ(43）、3位には231本の斎藤工（38）、4位に225本の米倉涼子（44）、5位に171本の遠藤憲一 (58）が続いている。

　昨年1位の広瀬すずは115本で14位、2位だった草刈正雄は155本で9位、ももいろクローバーZは、昨年は3位だった。ムロツヨシは前年同時期でトップ20圏外となっており、今年の年始では大躍進となった。また、バスケットボールNBAウィザーズの八村塁（21）もソフトバンクなどのCMで104本に出演しており、スポーツ選手で唯一のトップ20入りとなり、19位に入っている。

　正月三が日にオンエアされたCM本数は625社で1万1572本。企業別では前年4位の興和が507本で1位に、ダイハツ工業が342本で2位、スズキが302本で3位、4位に220本の本田技研と自動車メーカーが上位にランキングする結果となっている。商品、サービス別では昨年と同じく1位がコナミホールディングスが206本、2位が東建コーポレーションの195本で、3位以下を大きく引き離す結果となった。

　ももいろクローバーZとムロツヨシは「スズキ　スイフト」「スズキ　クロスビー」などのCMに出演しており、上位に入った。斎藤工、米倉涼子は「コーワ　キューピーコーワαドリンク」などのCMに出演している。

　調査は関東5局（日本テレビ、テレビ朝日、TBS、テレビ東京、フジテレビ）の1月1日午前0時から4日午前0時までのオンエアCMが対象で、速報値。また、番組宣伝やテレビ局のPRは除いている。",スポニチアネックス,ソフトバンク,2020年 1月 6日
国内景気は「踊り場」局面　令和２年度　主要企業アンケート,"
　令和２年度の国内経済は“踊り場”局面になるとの認識が企業の間で広がっている。産経新聞の主要１１８社アンケートでは、東京五輪後の関連需要の剥落や消費税増税による購買意欲の減退を背景に、景気が横ばいに止まるとの回答が４１％と最多を占めた。本格的な回復時期は３年度以降に後ずれするとの声も多い。

　アンケートは昨年１１月下旬から１２月中旬に実施。２年度の景気動向は「横ばい」「やや後退する」「後退する」との答えが合計５３％と過半数を占めた。深刻な人手不足を背景に、「省人化や機能高度化に向けた設備投資が続く」（建設）などの理由で「やや拡大する」との答えも４０％あったが、「拡大する」と断言した企業はゼロだった。

　こうした不安感の裏側にあるのは、五輪閉会後に起きる公共工事や訪日外国人旅行客（インバウンド）関連の需要急減だ。「海外観光客の一時的な増大に対応するため需給のゆがみが生じ、開催前には景気が拡大するがその後は減速する」（保険）と指摘される。

　加えて、２年６月に終了するキャッシュレス決済のポイント還元策など「増税対策の効果剥落」（流通）が待ち構え、消費回復が勢いを欠くとの懸念もある。

　このため、景気の本格的な回復時期は、「３年度以降」が３５％と最も多く、「元年度」が１％、「２年度」も１７％にとどまった。「その他」を選んだ２９％からも「当面、力強い回復を見込んでいない」（銀行）など弱気な意見が続いた。

　第一生命経済研究所の藤代宏一主任エコノミストは「良くも悪くも五輪の注目度が高すぎる」と指摘。競技場などの完成に伴い五輪関連の建設需要は平成３０年には減少へ転じており、閉会後の反動減は心配するほど大きくないが、期待が大きかった分だけ心理的負担になっていると指摘する。

　アンケート回答企業は次の通り。

　ＩＨＩ▽曙ブレーキ工業▽旭化成▽アサヒグループホールディングス▽味の素▽イオン▽出光興産▽伊藤忠商事▽ＡＮＡホールディングス▽ＳＭＢＣ日興証券▽ＮＥＣ▽ＮＴＴ▽ＮＴＴドコモ▽ＭＳ＆ＡＤインシュアランスグループホールディングス▽大阪ガス▽オリックス▽花王▽鹿島▽川崎重工業▽関西電力▽キッコーマン▽キヤノン▽九州電力▽京セラ▽キリンホールディングス▽クボタ▽ＫＤＤＩ▽神戸製鋼所▽コスモエネルギーホールディングス▽コマツ▽サッポロホールディングス▽サントリーホールディングス▽ＪＲ東海▽ＪＲ西日本▽ＪＲ東日本▽ＪＸＴＧホールディングス▽ＪＦＥホールディングス▽ＪＴＢ▽Ｊパワー（電源開発）▽Ｊ・フロントリテイリング▽資生堂▽清水建設▽シャープ▽商船三井▽スズキ▽住友化学▽住友商事▽住友生命保険▽セイコーエプソン▽西武ホールディングス▽積水ハウス▽セコム▽セブン＆アイ・ホールディングス▽双日▽ソニー▽ソフトバンクグループ▽ＳＯＭＰＯホールディングス▽大成建設▽第一生命ホールディングス▽ダイキン工業▽大和証券グループ本社▽大和ハウス工業▽高島屋▽武田薬品工業▽中部電力▽Ｔ＆Ｄホールディングス▽ディー・エヌ・エー（ＤｅＮＡ）▽ＤＭＧ森精機▽帝人▽ＴＤＫ▽東京海上ホールディングス▽東京ガス▽東芝▽東北電力▽東レ▽トヨタ自動車▽豊田通商▽日産自動車▽日本航空▽日本製鉄▽日本生命保険▽日本たばこ産業（ＪＴ）▽日本通運▽日本マクドナルドホールディングス▽日本郵船▽任天堂▽野村ホールディングス▽パソナグループ▽パナソニック▽ファーストリテイリング▽ファミリーマート▽富士通▽富士フイルムホールディングス▽ブリヂストン▽マツダ▽丸紅▽みずほフィナンシャルグループ▽三井住友トラスト・ホールディングス▽三井住友フィナンシャルグループ▽三井物産▽三井不動産▽三越伊勢丹ホールディングス▽三菱ケミカルホールディングス▽三菱地所▽三菱自動車▽三菱重工業▽三菱商事▽三菱電機▽三菱ＵＦＪフィナンシャル・グループ▽明治安田生命保険▽ヤクルト本社▽ヤマトホールディングス▽ヤマハ発動機▽吉野家ホールディングス▽リクルートホールディングス▽りそなホールディングス▽ローソン▽ロート製薬　（五十音順）",産経新聞,ソフトバンク,2020年 1月 6日
5Gが本格スタートする2020年、携帯キャリアのトップが語る戦略,"
　2020年を迎え、携帯キャリア各社のトップが年頭所感を発表した。

　2020年の一大トピックは、いよいよ日本で5Gの商用サービスがスタートすること。NTTドコモ、KDDI、ソフトバンクは2019年にエリアや利用シーンを限定する形で5Gのプレサービスを実施しており、着々と準備を進めている。2020年春の商用サービス開始に先駆けて、5Gに対応した端末、料金プラン、サービスが発表されるだろう。楽天の三木谷浩史会長兼社長　もう1つが、MNO（携帯キャリア）に新規参入した楽天モバイルが、本格サービスを始めること。同社は2019年10月に商用サービスを開始したが、ユーザーを5000人に絞った「無料サポータープログラム」と限定的な内容で展開している。同プログラムは遅くとも2020年3月31日の終了を予定しており、2020年4月には本格サービスを開始する。そこで発表される料金プランの内容によって、他キャリアがどう動くかも注目ポイントといえる。",ITmedia Mobile,ソフトバンク,2020年 1月 6日
〔東京株式〕大幅に3日続落＝米・イラン緊張嫌気（大発会）☆差替,"
　【第1部】米国とイランの軍事的緊張の高まりを嫌気し、日経平均株価は前営業日比451円76銭安の2万3204円86銭と大幅に3営業日続落した。東証株価指数（TOPIX）も23．87ポイント安の1697．49と続落。
　85％の銘柄が値下がりし、値上がりは13％。出来高は12億1971万株、売買代金は2兆2246億円。
　業種別株価指数（全33業種）は、情報・通信業、小売業、輸送用機器、電気機器などが下落し、石油・石炭製品と鉱業は上昇した。
　個別では、ソフトバンクGが大量の売りで大幅安となり、ファーストリテも下げ足を速めた。トヨタ、ホンダが下落し、任天堂、東エレクは安く、日立は小幅安。三菱UFJ、三井住友が値下がりし、野村は軟調だった。半面、JXTGが高く、国際帝石は大幅続伸。キーエンスが買われ、ソニー、キヤノンは堅調。石川製と豊和工はストップ高で取引を終えた。
　【第2部】4日ぶり反落。INSPECが売られ、FRACTALE、高田工は値を下げた。半面、東芝は買われた。出来高6172万株。
▽リスク回避、一時508円安
　2020年の大発会を迎えた6日の東京株式市場は、中東情勢の緊迫化を受けて投資家がリスク回避に傾き、幅広い銘柄が値下がりした。日経平均株価は前場後半に昨年大納会（12月30日）終値比508円09銭安の2万3148円53銭まで下落し、その後も大引けまで大幅安で推移した。
　取引開始とともに、情報通信や電子部品など主力銘柄に海外の短期投資家による注文とみられるまとまった売りが出た。一方、国内投資家の動きは鈍く、大幅に値下がりした銘柄でも値頃感から買いを入れる雰囲気は乏しかった。市場では「米国とイランが大規模な武力衝突を起こして中東全域が混乱し、日本が世界景気の悪化に巻き込まれるシナリオを否定できない」（国内運用会社）と指摘する声があった。
　225先物は2万3110円を安値に底ばいが続いた。",時事通信,ソフトバンク,2020年 1月 6日
最強論客スコット・ギャロウェイが提示する、GAFA時代の人生論　ジェイ・コウガミがポイントを解説,"
　Google、Apple、Facebook、Amazonの4社、いわゆるGAFAが世界をどのように創り変えたのかを解説したベストセラー『the four GAFA　四騎士が創り変えた世界』（東洋経済新報社）の著者であるスコット・ギャロウェイが、新たにGAFA時代の生き方を指南する書籍『ニューヨーク大学人気講義 HAPPINESS(ハピネス): GAFA時代の人生戦略』（東洋経済新報社）を刊行している。自身がニューヨーク大学で行なっている講義の中でも、最後の3時間で扱う「アルジェブラ・オブ・ハピネス（幸福の計算式）」を、詳細に解説した一冊だ。

　昨年末、大きな話題となった「WeWork問題」をいち早く予言したことでも知られるスコット・ギャロウェイとはどんな人物で、『GAFA時代の人生戦略』ではどんなメッセージを伝えようとしているのか。海外テック業界に詳しいジャーナリストのジェイ・コウガミ氏に訊いた。

「スコット氏は、ニューヨーク大学の大学院で有名なマーケティングの教授で、これまでに9つのスタートアップを立ち上げて売却してきたシリアルアントレプレナー（連続起業家）でもあります。現在はL2という市場調査をする会社の会長を務めています。有名になったきっかけは『Section4』や『Gartner L2』といったYouTubeチャンネルで、スコット・ギャロウェイはオピニオンリーダーとしてテック企業への批評を行ってきました。特に人気だったのは『Winners & Losers』というシリーズ。勝者となった企業と敗者となった企業をあげて、それぞれどんな要因で勝敗が決したのかを解説するものです。株価やメディアの露出だけではわかりにくい、その企業の本質的な価値を的確に指摘する舌鋒鋭さが、テック企業ウォッチャーたちの支持を集めました」

　そんなスコット・ギャロウェイは、GAFAに対して「分社化すべき」との主張をしているという。

「スコット氏は愛国者で資本主義者ですが、単に資本主義を推し進めるのではなく、GAFAのような大企業は分社化する必要があるとの主張を掲げています。現在のパワーバランスでは、GAFAが先に世の中のルールを決めて、それを追う形で政府や行政が動くようになっており、一部の人だけが富を得られる仕組みになっている。つまりテック企業が人々を不健康にしているというのです。GAFAが分社化してミドルクラスの所得が増えれば、教育や医療や保険にお金が回りやすくなり、社会はもっと健全化するはずだというのが彼の持論で、そのためのレギュレーションーー行政や機関が企業を監督するような仕組みを作るのが大切だと述べています」

　スコット・ギャロウェイの持つ視点は、日本にも必要だとジェイ氏は続ける。

「日本とアメリカでは市場が違いますが、テック企業やテクノロジーが社会や人々に与える影響力に対してもっとシビアな視点を持つことは必要でしょう。スコット氏のような人物がGAFAの危険性を指摘したことに加えて、欧米社会ではテック企業への警戒心が高まっています。特にスコット氏は、日本では未だに評価の高いソフトバンク・ビジョン・ファンドのWeWorkでの大失敗を早くから予測してきた、数少ない批評家です。ソフトバンクの危うい投資のやり方は、世界中で同じようなサービスを行っている複数の企業に巨額の資金を短期間で投資し、その企業価値を実際以上に高くして、ライバル企業よりも安くサービスを提供させ競争相手を潰すというもの。そうなると、企業に短期間で人材や新規顧客、メディアの注目ばかりは集まりますが、未成熟なサービスの企業価値を上げてきただけなので、実際の価値に見合った投資の回収や企業の成長が見込めるわけがないんです。スコット氏は、今回のソフトバンク・ビジョン・ファンドの失敗を、全てのビジネススクールが研究すべき世紀の失敗例だとさえ主張しています」

　では、スコット氏は『GAFA時代の人生戦略』で、どのようなメッセージを投げかけているのだろうか。

「同書は、幸福や成功の作り方や、愛や健康についてなどを、自身の過去の話を交えつつ語ったもので、地に足の着いた堅実な考え方を教えてくれます。書いてある主張はあまり派手ではないかもしれませんが、うつ病持ちで人前に出ることで自分を保っているというスコット氏のユニークな経歴は成功する上での人間的な生き方の大切さを教えてくれますし、テック企業やテクノロジー社会に対する過剰な期待や、物事に実際以上の価値を付けようとする風潮に対して、冷静な視座も与えてくれます。YouTuberになって好きなことで食べていこうとか、SNSでフォロワーを増やして影響力を付けようとか、会社を辞めて今すぐ起業家になろうとか、世の中やメディアで流れる情報に最近過敏になっているなという考え方になっている人こそ、一度読んでみるべきでしょう。テック企業がエコシステムを形成していく世の中で、それに踊らされず、自分の人生をどう作るかを考えるときに、何度も読み返せる一冊だと思います」",リアルサウンド,ソフトバンク,2020年 1月 6日
2019年を振り返る（12月編）：auが「Pontaポイント」に合流へ／スマホに1.08億画素カメラは必要？,"
　2020年が始まりました。今年もITmedia Mobileをよろしくお願いいたします。【1億800万画素センサーを持つ「Mi Note 10」のアウトカメラ】　年も明けた所ではありますが、この記事では2019年12月のアクセス数のトップ10を見ていきます。",ITmedia Mobile,ソフトバンク,2020年 1月 6日
〔東京株式〕底ばい＝中東情勢の緊迫化で売り継続（大発会後場寄り付き）,"
　【第1部】日経平均株価、東証株価指数（TOPIX）ともに底ばい。中東情勢の緊迫化を受けて下落した前場の地合いを引き継ぎ、売り注文が広がっている。
　ソフトバンクGが下押し、ファーストリテも大幅安。任天堂が下落し、東エレク、村田製やトヨタもさえない。三菱UFJ、三井住友が安く、野村、東京海上も軟調。JT、武田が甘く、リクルートHDは売り物がち。半面、キーエンスが高く、NECもしっかり。JXTG、出光興産や国際帝石、石油資源などの石油関連株は軒並み高となっている。",時事通信,ソフトバンク,2020年 1月 6日
