title,content,media,keyword,date
シャープ戴社長が説くトランスフォーメーション進化の必要性--「全社あげて業績向上へ」,"
　シャープ 代表取締役会長兼社長の戴正呉氏は12月9日、社内イントラネットを通じて、社員宛にメッセージを配信した。「年末商戦を全社一丸となって戦い抜き、2020年の成長につなげよう」と題し、残り4カ月となった中期経営計画の達成に向けて、社員の奮闘を呼びかけるとともに、2020年度以降に向けて、トランスフォーメーションを進化させる必要性について説いた。

賞与とは別枠の社長ファンド「COCORO MEMBERSクーポン」支給

　最初のテーマとしたのが、12月10日に支給される2019年度冬季賞与の支給についてだ。

　シャープでは、賞与の支給を、従来の年2回から3、6、12月の3回に変更することを打ち出しており、今回が、新たな賞与制度では最初の支給となる。

　戴会長兼社長は、「『四半期ごとの部門業績をタイムリーに反映する』、『部門業績により重点をおく』、『より厳格な信賞必罰を実施する（赤字の場合は部門業績連動賞与ゼロ）』の3つをポリシーとした新たな賞与制度に基づいて支給される初めての賞与になる。だが、今回は新制度を導入したばかりということもあり、第1四半期が赤字であっても、通期で黒字を達成した部門、通期が赤字であっても、第2四半期では黒字化した部門については、部門業績連動賞与ゼロを免除するなどの緩和措置をとっている。一方、一般社員は、従来の制度に基づいた上期業績に対する賞与として支給する」と説明した。

　「今回の賞与の前提となる上期の業績は、11月1日の決算発表の通り、米中貿易摩擦の長期化などを背景に厳しい事業環境が継続している。だが、2018年度第4四半期を底に、2019年度第1四半期、第2四半期と着実に回復を続けている。とくに、第2四半期では、売上高、営業利益ともに前年を上回る水準にまで改善した。こうした結果を受け、市場の見方にも良い変化が表れている。社員の努力に感謝する」とする一方、「事業別の業績に目を向けると、前年や前期と比べて赤字部門の数が減少しており、全社業績を押し上げる要因となった。これは、一人ひとりの努力はもちろんだが、新しい賞与制度が機能したという側面もあると考えている」と分析した。

　その上で、「上期トータルでは売上高、営業利益ともに前年割れ、業績予想未達と決して満足のいく結果ではない。加えて、通期業績予想は変更しておらず、残された期間を、全社をあげて、さらなる業績向上に取り組む必要がある。そこで、2019年度の着地に向けて一層のがんばりを期待して、賞与とは別枠の社長ファンドとして、『COCORO MEMBERSクーポン』を国内勤務者対象に支給する。残り4カ月間、ともにがんばろう」と、新たな賞与制度に加えて、社長ファンドを設定することで、社員の奮闘を期待した。

　2つめのテーマが、日本国内において、8Kの放送を開始してから、1周年を経過したことだ。

　「2019年12月1日に、国内で8K放送がスタートしてから1年を経過した。スポーツや音楽ライブ、芸術・自然ドキュメンタリーなどのさまざまなコンテンツが、8Kで制作、放映されており、8Kによるドラマや時代劇の撮影も広がるなど、8K放送の普及に向けたコンテンツ制作が着実に進んでいる。また、日本、欧州、米州、中国と世界各国で開催されている主要な展示会では、各メーカーから8Kや5Gに関する展示が行われており、テレビやカメラ、編集機器など、8K+5G関連機器を手掛ける企業が、日に日に増加している」と、昨今の8Kを取り巻く状況を俯瞰した。

　シャープとソフトバンクが共同で実施した「バスケットボールの国際試合の8K映像を、5Gを活用してマルチアングルでライブ伝送する実験」や、フランスのテレビ局が行った「テニスの全仏オープンの8K映像を5Gで配信するデモ」など、放送インフラに依存しないインターネット配信の観点から8K映像の配信環境構築に向けた動きが、各地で着々と進んでいることを紹介した。

　「このような取り組みは、2020年の東京オリンピックに向けて益々加速していく見通しであり、今こそ、8Kのリーディングカンパニーであるシャープが先頭に立って、8K市場の拡大を力強く牽引していかなければならない。こうした狙いのもと、国内では11月9日に、需要をより一層喚起する価格を実現したAQUOS 8Kの新製品『BW1シリーズ』を発売。オーディオ＆ビジュアル専門誌の『HiVi』では、『冬のベストバイ2019』のひとつに選ばれるなど、高い評価を得ている。11月30日からは、AQUOS 8Kとしては2年振りとなるテレビコマーシャルを開始し、テレビやウェブ、店頭などのさまざまなチャネルでプロモーション活動を全面展開し、『BW1シリーズ』の販売拡大を後押ししている。営業部門には、なんとしても、これを大きな成果につなげてほしい」とした。

ディスプレイ技術を一段と磨き上げ、世界をリード

　また、海外での展開も紹介。12月初旬には、マレーシアおよび台湾で、メディアや取引先を対象にした新製品発表会を開催し、AQUOS 8Kや120型8K液晶ディスプレイ、小型8Kビデオカメラ、5Gスマートフォンなど、8K+5G Ecosystemを構築するシャープの最先端技術や製品をアピールしたほか、AIoT家電やdynabook、オフィス機器なども展示し、B2CおよびB2Bの両面から幅広い製品群を来場者に体験してもらったという。

　「シャープへの期待の声を数多くもらい、大きな反響があった。こうした取り組みをテコにして、海外においても、事業ビジョン実現の要となるAQUOS 8KやAIoT機器群の販売拡大を加速しよう」と述べた。

　ここでは、ディスプレイ技術についても言及した。「シャープ独自の特長技術であるIGZOを強みに、8Kテレビはもとより、スマートフォンやPC、車載など、さまざまな分野に液晶ディスプレイを展開している。この技術は、まだまだ大きな進化を続けることができる。さらなる低消費電力化や表示性能の向上、デザイン性の革新を実現していく。加えて、シャープが持つあらゆる液晶技術を応用し、反射型ディスプレイやシースルーディスプレイのように、新たな用途提案も強化したい」と述べた。

　一方、「シャープが保有するディスプレイ技術は液晶だけではない。OLEDをはじめとした自発光型ディスプレイの技術開発にも積極的に取り組んでおり、11月8日には、NHKと共同開発したローラブル（巻取型）の『30V型4KフレキシブルOLEDディスプレイ』を発表し、Inter BEE 2019では、多くの来場者の注目を集めた。今後もこうしたディスプレイ技術を一段と磨き上げ、世界をリードする独自の商品やソリューションを生み出していく」とした。

　3つめのテーマにあげたのが、「時代に合わせて進化する多象限経営」だ。12月7日に、「時代に合わせて進化する“多象限経営”」というテーマで社内勉強会を開催したことを報告。戴会長兼社長が、シャープで実践してきた「持続的成長を実現する企業経営」の5つのポイントを常務執行役員の橋本仁宏氏が説明し、各責任者からは直近の具体的事例が紹介されたという。

　ここでは、次の5つのポイントが示された。

（1）「業界でのポジショニング」や「強みと弱み／事業機会と脅威」など、事業環境を多角的に分析すること
（2）事業環境の変化に合わせ、新たな事業や新たな市場、異業種展開など、事業変革の方向性を「創意」を持って多象限で検討・決定し、「誠意」を持ってその道筋を描き実践すること（WHATとHOW）
（3）「強い決心」を持って困難に立ち向かうこと
（4）「スピード」を高めるとともに、強力な「執行力」を発揮すること
（5）多様な「プロフェッショナル人材」と幅広い経験を持つ「経営人材」を育成し、強い組織を創ること

自らの事業を見つめ直し、次の成長シナリオ構築につなげてほしい

　戴会長兼社長は、「企業が事業活動を行うなかでは、市場変化や顧客の価値観の変化、さらには競合他社との熾烈な競争などにより、厳しい局面を迎えることが多々ある。しかしながら、ピンチとチャンスは表裏一体であり、ピンチを次の成長のチャンスに変えていくこと、つまり、新たな象限へと事業を拡大していくことこそが、企業の持続的成長の鍵を握る。シャープは、この3年間、こうした考え方のもと、トランスフォーメーションを進めてきたが、これも事業環境の変化に合わせて進化させていかなければならない。次期中期経営計画の本格検討に入るこの時期に、いま一度、すべての事業本部、事業部で自らの事業を見つめ直し、次の成長シナリオの構築につなげてもらいたい」とし、シャープのトランスフォーメーションへの取り組みをさらに進化させる必要性を訴えた。

　最後に戴会長兼社長は、「現中期経営計画も、いよいよ最終局面を迎えた。まずは、今期の着地に向けて、足元の年末商戦を全社一丸となって戦い抜こう。そして、当初の計画で示した通り、各事業本部とも、2019年度中に、トランスフォーメーション（事業変革）にきっちりと道筋をつけ、2020年度からの『次の100年に向けた持続的成長ステージ』に舵を切るための総仕上げに取り組み、さらなる業績向上を実現しよう」と呼びかけた。",CNET Japan,ソフトバンク,2019年 12月 9日
PayPayが独走するスマホ決済。行動ログから未来を予測,"
　いよいよ消費税が10％に増税され、キャッシュレス決済で最大5％が還元されるキャッシュレス・ポイント還元事業が始まりました。

　PayPayの2018年末「100億円あげちゃう! キャンペーン」に端を発したスマホ決済アプリの熾烈なバトルは成熟期を迎え、認知や新規獲得から「お財布」としての定着、ユーザー囲い込みへと軸足が移ります。",bizSPA！フレッシュ,ソフトバンク,2019年 12月 9日
〔東京株式〕3日続伸＝米雇用統計を好感（9日）☆差替,"
　【第1部】日経平均株価は前営業日比76円30銭高の2万3430円70銭、東証株価指数（TOPIX）は8．71ポイント高の1722．07と、ともに3営業日続伸した。前週末の米雇用統計の上振れを好感して買いがやや優勢だった。
　66％の銘柄が値上がりし、値下がりは29％。出来高は10億8518万株、売買代金は1兆8170億円。
　業種別株価指数（全33業種）は、その他製品、銀行業、電気機器などが上昇し、医薬品、不動産業、精密機器は下落した。
　個別銘柄では、任天堂が買いを集めて今年最高値を更新した。ソフトバンクGがにぎわい、ファーストリテは値上がりした。三菱UFJ、三井住友が強含み、第一生命はしっかり。ソニー、キーエンスが締まり、トヨタは小幅高だった。半面、東エレク、太陽誘電が売りに押され、アドバンテスも値下がり。武田、エーザイが弱含み、第一三共も下落。オルトプラスは下げ足を速めた。
　【第2部】小幅続伸。INSPECが急騰し、那須鉄、インタトレードも大幅高。半面、東芝が値を下げた。出来高1億0980万株。
▽投資家心理は慎重
　週明け9日の東京株式市場は、前週末発表された11月の米雇用統計で新規雇用者数が市場の事前予想を上回ったことを好感し、幅広い銘柄で買いが先行した。ただ、当面の利益を確保する売りが株価の大幅上昇を阻み、日経平均株価は取引開始時に付けた前週末比189円91銭高の2万3544円31銭がこの日の高値となった。
　為替が小幅の円高・ドル安に動いたことに加え、時間外取引で米株先物が下落したため、上値を買う勢いは乏しく、日経平均は11月26日に付けた取引時間中の今年最高値には届かなかった。相場全体の上値の重さが再確認され、市場では「日経平均は上がったものの、投資家心理は慎重なままだ」（中堅証券）との指摘があった。
　225先物は2万3370～2万3550円のレンジ内で推移した。午後は目立った大口注文はなく、動意に乏しかった。",時事通信,ソフトバンク,2019年 12月 9日
東大・ソフトバンク、最先端のAI研究機関開設,"
　東京大学とソフトバンクは2019年12月6日、「Beyond AI 研究所」の開設と研究成果の事業化に向けた取組みに関する協定を締結したと発表した。「Beyond AI 研究所」では、世界最高レベルのチームによる最先端のAIの基礎研究を実施する。関連画像を見る　「Beyond AI 研究所」は、東京大学と海外の有力大学の世界最高レベルの研究者を擁した最先端のAI（人工知能）研究機関になることが目的。AIの基盤技術研究やそのほかの学術領域との融合を目指す基礎研究領域と、さまざまな社会課題・産業課題へのAIの活用を目的とする応用研究領域の2つの領域で研究が行われる。東京大学の強みである物理学や医学などの分野の学内研究者を配置してAIとの融合を実現するほか、海外の有力大学からも研究者を招いて世界最高レベルのチームによる最先端のAIの基礎研究を実施する。

　応用研究領域では、基礎研究領域で生まれた有力な研究成果を含めて、「健康医療」「公共・社会インフラ」「製造領域」などにAIを活用。大学と企業とのジョイントベンチャーの迅速な設立を可能にするために経済産業省が新たに策定したCIP制度（Collaborative Innovation Partnership制度）を積極的に活用し、事業化していく。

　事業によって得たリターン（利益）は、さらなる研究活動や次世代のAI人材を育成するための教育活動に活用することでエコシステムを構築。ベンチャーの創出においては、ディープコア、東京大学協創プラットフォーム開発、東京大学関連ベンチャーキャピタルとも連携する。

　研究拠点は、基礎研究領域が東京大学本郷キャンパス、応用研究領域が2020年度にソフトバンクが本社を移転する竹芝の新オフィスに設置する。2拠点は、国立情報学研究所（NII）が全国規模で構築・運用する情報通信ネットワーク「SINET（サイネット）」で接続され、研究から事業化までを一貫して行える体制を構築する。

　東京大学とソフトバンクは、「Beyond AI 研究所」を通して、日本のAI研究およびAIビジネスの発展に貢献し、日本のAI革命をけん引していくとしている。

《リセマム 外岡紘代》",リセマム,ソフトバンク,2019年 12月 9日
岡田准一、賀来賢人、リーチマイケル出演「ソフトバンク」CMソングは？,"
　ソフトバンクの新学割キャンペーン「SoftBank学割」の魅力を伝える新テレビCMシリーズ「青春放題」篇が、12月6日より全国でオンエアされています。歴史教師役を岡田准一、体育教師役を賀来賢人、校長役をラグビー日本代表のリーチマイケル、生徒役を道枝駿佑（なにわ男子）や南 沙良らが演じる本CM。好きな女子生徒への告白や部活の試合シーンなど青春を謳歌する約300人の学生の姿と、それを見守る教師の姿が映し出されています。

　このCMに使用されている楽曲は、ザ・ハイロウズの「青春」。2000年にシングルでリリースされたほか、2006年1月に発売された『フラッシュ-ベスト-』（写真）やアルバム『Relaxin' with THE HIGH-LOWS』などに収録されます。",CDジャーナル,ソフトバンク,2019年 12月 9日
表参道でホワイトクリスマスが体験できる「SNOW FANTASIA DIRECTED BY NAKED」、12月13日から開催,"
　ソフトバンクは、クリエイティブカンパニー「NAKED Inc.」とコラボし、12月13日～25日に表参道Rスタジオで「SNOW FANTASIA DIRECTED BY NAKED」を開催する。

　同イベントは、「ホワイトクリスマス」をテーマとした体験イベント。会場内に入ると、鏡に囲まれる中にオーロラをイメージしたツリーが並び、まるで永遠に続く夜空の雪の森に迷い込んでしまったような別世界に誘われる。上から降る光り輝く雪や壁に触れると現れる雪の結晶など、幻想的な冬の世界を無料で体感できる。開催時間は12時～21時。

　また、ソフトバンクが10月24日に発売したスマートフォン「Google Pixel 4」で撮影した写真は、ソフトバンク表参道で無料でのフォトプリントが可能。オリジナルフォトフレームのプレゼントなど、さまざまな特典も用意する。",Impress Watch,ソフトバンク,2019年 12月 9日
〔東京株式〕堅調＝利益確定売りで上値重い（9日後場寄り付き）,"
　【第1部】前週末の米株高の流れを受けた買い優勢の展開が続き、日経平均株価、東証株価指数（TOPIX）とも堅調に寄り付いた。ただ、利益確定売りに押され、上値は重い。
　ソニー、村田製、キーエンスは買われ、東エレク、SUMCO、日立は値を上げている。ソフトバンクGは堅調で、ファーストリテ、三菱商はしっかり。三菱UFJ、三井住友は強含み、JTは締まっている。半面、エーザイ、武田、第一三共は売られ、オリンパス、オルトプラスは値を下げている。三井不、住友不は軟調で、NTTドコモ、テルモは緩んでいる。",時事通信,ソフトバンク,2019年 12月 9日
格安スマホってこんなに安いの？スマートフォンの利用の実態に迫る,"
今や生活に欠かすことができないスマートフォン。若い人だけでなく、年配の人も使っていますよね。みなさんはスマートフォンをどれくらい使っていますか？ 朝起きた時から寝るまでスマートフォンを握っていて、スマホに支配されているのではと思う時もあるのではないでしょうか？

毎月の利用料金もばかになりませんよね。みんながどれくらい支払っているのかも気になるところです。

ソニー生命保険株式会社は全国のスマートフォンを使用している20歳～69歳の男女に対し、「スマートフォンに関する意識・実態調査」をインターネットリサーチで実施しました（※）。その内容を少し見ていきましょう。",ファイナンシャルフィールド,ソフトバンク,2019年 12月 9日
ノーベル化学賞　吉野彰×久美子夫妻　初インタビュー「孫に授賞式を見せたい」,"
今年のノーベル化学賞受賞が決まった吉野彰さん。明勤務先で知らせを受け、自宅で待つ妻の久美子さんに電話をしたのですが──（構成=篠藤ゆり　撮影=藤澤靖子）【写真】仲良し夫婦のなれそめは…* * * * * * *

◆スーパーに行くにもマスクが必要?

吉野久美子さん（以下妻）　受賞の知らせがあった10月9日、自宅にも会社の広報の方が来てくれていて、一緒に待っていたんです。その広報の方の携帯に電話があって知りました。でも、途中で電話を代わってもらったけれど、ざわざわしていて何を言っているのかわからなかったわよ。あなた、私に肝心なこと言った?

吉野彰さん（以下夫）　言った、言った。「決まったから」とひとこと。

妻　信じられなくて。まさか、というか、ええっ本当かねえ……と思いましたけど。

夫　最初にノーベル賞の可能性を知ったのは2000年だね。ハワイでの学会に参加した帰り、ある先生から声をかけられて……。ノーベル賞に誰かを推薦するよう書類が来ている、ぜひ推したいから帰国したらすぐ資料を送るようにと言われた。

妻　それを聞いた時も、「うそでしょう?」と思ったけど。（笑）

夫　その頃から私が研究開発にかかわったリチウムイオン電池が本格的に広がり、大きなマーケットになっていったから。ストックホルムのまな板の端っこにちょこっと載ったわけだ。

妻　でも家では一切、仕事の話をしないから。

夫　しないね。ここ数年は、ノーベル賞の受賞者が発表される日には、会社が「万が一」の場合にそなえて一緒に待機してくれていたけどね。

妻　受賞が決まったとたん、祝電やお花がどんどん届いて、その量にびっくり。まずそれに圧倒され、なんか、ずしーっと重いです。ちょっと今まで、夫のことを軽く見ていたかもしれません。（笑）

夫　アハハハ。

妻　日常生活が騒がしくなったらどうしようと、少し心配したけれど、それは杞憂に終わりましたね。家の近くに大きなスーパーマーケットがあって、「マスクでもして行こうかしら」と思いましたが（笑）、皆さん自分の買い物に没頭していて誰も気付かない。

夫　でも街なかを歩いていて知らない子どもに「おめでとうございます」と声をかけられることなんか、今までなかったから。いろいろな賞をいただいたけれど、ノーベル賞はやっぱり違う。

妻　取材も多いわね。

夫　経済産業省や文部科学省、科学技術庁などに報告に行き、各大臣方ともお会いした。10月22日には日本シリーズの巨人対ソフトバンク戦で始球式も務めたし。ノーベル賞を受賞しなかったら、そんな機会はなかったと思う。

妻　マウンドに立って、どんな気分だった?

夫　控室で待っている間は緊張感があったけれど、いざグラウンドに出たら、けっこうクールだった。「観客はどうせ投げられないだろうと思っているだろうな」と（笑）。プレイボールの合図で、場内がしーんとして。僕がボールを持って頭上に振りかぶった瞬間、ぶわっとどよめいた。まさかこの人が、と思ったんじゃないかな。

妻　写真を見たけれど、足がよく上がっていました。

夫　さすがプロのカメラマンだね。カッコよく写っていた（笑）。大阪出身だから、阪神ファンなんだけど。

妻　野球には昔から、けっこう熱心でしたね。

夫　30代の半ば頃から、自分でも会社のチームと地域のチームでやっていたね。",婦人公論.jp,ソフトバンク,2019年 12月 9日
〔東京株式〕米株高好感し、上昇＝上値では利益確定売り（9日前場）☆差替,"
　【第1部】午前の日経平均株価は前営業日比107円19銭高の2万3461円59銭、、東証株価指数（TOPIX）は7．09ポイント高の1720．45と、ともに上昇した。前週末の米株高を好感して買いが先行したものの、当面の利益を確保する売りが上値を押さえた。
　63％の銘柄が値上がりし、値下がりは32％。出来高は5億3286万株、売買代金は8422億円。
　業種別株価指数（全33業種）は、その他製品、情報・通信業、銀行業などが上昇し、不動産業、電気・ガス業、精密機器は下落した。
　個別銘柄では、任天堂が大量の買いで上伸した。ソフトバンクGが上げ、ファーストリテはしっかり。三菱UFJ、三井住友が小高く、東京海上は堅調だった。ソニー、村田製が値上がりし、キーエンスも締まった。半面、トヨタが小安く、太陽誘電、アドバンテスも下落した。武田、アステラス薬が甘く、第一三共は売りに押された。資生堂が緩み、OLCも値下がりした。
　【第2部】小幅安。東芝が安く、アルチザ、サイバーSは下押した。半面、INSPECが急騰した。出来高6874万株。
▽寄り付き天井
　朝方は強含みで取引が始まったが、寄り付き前に入っていた買いを消化した後は上値を追う様子はうかがえず、上げ幅を縮小する銘柄が相次いだ。日経平均株価とTOPIXはいずれも午前9時に前場の高値を付け、伸び悩んだ。
　先週末6日に発表された11月の米雇用統計で就業者数の伸びが市場の事前予想を上回ったことで、景気拡大の継続に対する期待感から株価が上昇し、東京市場でも買いが先行した。
　しかし、時価総額が東証最大のトヨタ <7203> が売られたほか、太陽誘電 <6976> やアドバンテス <6857> など電子部品セクターの主力銘柄も値下がりし、投資家心理を冷やした。為替が6日午後3時時点に比べて小幅の円高・ドル安に振れたほか、中国・上海株が弱含んだため、「買い手が少なかった」（中堅証券）とみられる。
　225先物は現物寄り付き前に2万3550円まで買い進まれた後、伸び悩んだ。",時事通信,ソフトバンク,2019年 12月 9日
